request_type,run_id,index,filename,latency_seconds,status_code
batch,1,14,6775387932.jpg,0.26683620922267437,200
batch,1,15,1944949081.jpg,0.23180122021585703,200
batch,1,16,181618457.jpg,0.24304970493540168,200
batch,1,17,1774246825.jpg,0.3124843561090529,200
batch,1,18,388747389.jpg,0.24539789697155356,200
batch,1,19,4861232893.jpg,0.2474128743633628,200
batch,1,20,19023618.jpg,0.19764647679403424,200
batch,1,21,2750741104.jpg,0.26022948091849685,200
batch,1,22,229897292.jpg,0.23162115784361959,200
batch,1,23,1660269454.jpg,0.28223868226632476,200
batch,1,24,1527297882.jpg,0.29237587796524167,200
batch,1,25,427430186.jpg,0.29525262489914894,200
batch,1,26,494792770.jpg,0.3829056518152356,200
batch,1,27,2414325960.jpg,0.24990170961245894,200
batch,1,28,2113124815.jpg,0.24829075066372752,200
batch,1,29,1388346434.jpg,0.2738418527878821,200
batch,1,30,3739742770.jpg,0.24268830474466085,200
batch,1,31,3834502656.jpg,0.16149495216086507,200
batch,1,32,3366377833.jpg,0.3401449350640178,200
batch,1,33,4465857504.jpg,0.25020514987409115,200
batch,1,34,2474776724.jpg,0.22987295594066381,200
batch,1,35,7685032768.jpg,0.35609275195747614,200
batch,1,36,3501386648.jpg,0.24493810022249818,200
batch,1,37,3328535573.jpg,0.3697078297846019,200
batch,1,38,2537034263.jpg,0.2389432298950851,200
batch,1,39,4936286470.jpg,0.33701581321656704,200
batch,1,40,3218889785.jpg,0.2624545539729297,200
batch,1,41,3629489568.jpg,0.26202968088909984,200
batch,1,42,2881087519.jpg,0.23781638406217098,200
batch,1,43,2896464687.jpg,0.24472808791324496,200
batch,1,44,3683644335.jpg,0.14675041334703565,200
batch,1,45,4091988557.jpg,0.25485366210341454,200
batch,1,46,4909512111.jpg,0.2960075098089874,200
batch,1,47,23016250.jpg,0.2670261412858963,200
batch,1,48,2354064281.jpg,0.21786160999909043,200
batch,1,49,6927762908.jpg,0.3364373021759093,200
batch,1,50,7670346550.jpg,0.22333160415291786,200
batch,1,51,3640104986.jpg,0.19333463022485375,200
batch,1,52,3138504165.jpg,0.326881212182343,200
batch,1,53,3070713991.jpg,0.27255929773673415,200
batch,1,54,512026551.jpg,0.253068455029279,200
batch,1,55,3385659425.jpg,0.22997618606314063,200
batch,1,56,4717130803.jpg,0.25287947384640574,200
batch,1,57,2264280779.jpg,0.3272875212132931,200
batch,1,58,2295894587.jpg,0.2619456723332405,200
batch,1,59,4675918984.jpg,0.3602100647985935,200
batch,1,60,6739641349.jpg,0.2725697457790375,200
batch,1,61,3808149060.jpg,0.301245444919914,200
batch,1,62,46982960.jpg,0.2931126649491489,200
batch,1,63,3745030498.jpg,0.25747034093365073,200
batch,1,64,3203645080.jpg,0.2325800098478794,200
batch,1,65,3556792157.jpg,0.288030163384974,200
batch,1,66,4300749467.jpg,0.1671660509891808,200
batch,1,67,4700257912.jpg,0.4488980579189956,200
batch,1,68,2769239715.jpg,0.2909768130630255,200
batch,1,69,4678843953.jpg,0.2813082430511713,200
batch,1,70,128479785.jpg,0.28888219501823187,200
batch,1,71,2215136723.jpg,0.24444334069266915,200
batch,1,72,3468635980.jpg,0.27487622015178204,200
batch,1,73,3375014075.jpg,0.3499482828192413,200
batch,1,74,4961939249.jpg,0.23415135079994798,200
batch,1,75,3323076458.jpg,0.2361623952165246,200
batch,1,76,4576144189.jpg,0.1817590482532978,200
batch,1,77,4740287371.jpg,0.20614609820768237,200
batch,1,78,4741372603.jpg,0.24152185721322894,200
batch,1,79,6647904677.jpg,0.268539706710726,200
batch,1,80,3048380686.jpg,0.28357577603310347,200
batch,1,81,4260403844.jpg,0.4467324148863554,200
batch,1,82,4520504568.jpg,0.21117602195590734,200
batch,1,83,4621091937.jpg,0.26071793492883444,200
batch,1,84,1487016591.jpg,0.23206176003441215,200
batch,1,85,3696261825.jpg,0.19982774602249265,200
batch,1,86,4948441067.jpg,0.27437200164422393,200
batch,1,87,2568173994.jpg,0.2971526491455734,200
batch,1,88,7072093185.jpg,0.26239251904189587,200
batch,1,89,7300169048.jpg,0.29756037099286914,200
batch,1,90,3927612999.jpg,0.3342038127593696,200
batch,1,91,2525716531.jpg,0.2281184671446681,200
batch,1,92,800387501.jpg,0.2902728649787605,200
batch,1,93,6224759631.jpg,0.2285996787250042,200
batch,1,94,4755969767.jpg,0.23550811782479286,200
batch,1,95,3696246123.jpg,0.2839788971468806,200
batch,1,96,3445296377.jpg,0.25580001901835203,200
batch,1,97,4808316455.jpg,0.24606502894312143,200
batch,1,98,571621280.jpg,0.23920512106269598,200
batch,1,99,4379845375.jpg,0.24592171190306544,200
batch,2,0,434643459.jpg,0.255056528840214,200
batch,2,1,628282183.jpg,0.2917386833578348,200
batch,2,2,4755276018.jpg,0.2681973548606038,200
batch,2,3,4757330571.jpg,0.29233999317511916,200
batch,2,4,528517845.jpg,0.2864166432991624,200
batch,2,5,3245912109.jpg,0.22789207380264997,200
batch,2,6,161975684.jpg,0.2601338690146804,200
batch,2,7,2317665783.jpg,0.29117121594026685,200
batch,2,8,524036004.jpg,0.30802366184070706,200
batch,2,9,4205559091.jpg,0.28567587910220027,200
batch,2,10,3043266735.jpg,0.3087176801636815,200
batch,2,11,6864936264.jpg,0.25691060116514564,200
batch,2,12,4669664561.jpg,0.21405866788700223,200
batch,2,13,2802447198.jpg,0.29779854603111744,200
batch,2,14,4374241200.jpg,0.2487518908455968,200
batch,2,15,4980391949.jpg,0.27594900224357843,200
batch,2,16,3178241683.jpg,0.24414537893608212,200
batch,2,17,2341254813.jpg,0.27004324505105615,200
batch,2,18,3240519143.jpg,0.2678088629618287,200
batch,2,19,7664337844.jpg,0.24884042097255588,200
batch,2,20,80282277.jpg,0.24211626686155796,200
